"wikipedia_id","wiki_img_url","name","age","gender","ethnicity","type","party","state","wiki_img_labels","wiki_img_labelsconf","clothing_apparel","color_adjective","occupation","other","physicaltrait_body","wiki_img_labels_repl","wiki_img_labelsconf_repl","clothing_apparel_repl","color_adjective_repl","occupation_repl","other_repl","physicaltrait_body_repl"
"John_Boozman","mc_images/John_Boozman.jpg","John Boozman",68,"Male","white","Senator","Republican","AR","person, official, businessperson, spokesperson, elder, speaker, senior_citizen","0.945752739906311, 0.8932884931564331, 0.8010118007659912, 0.7816991806030273, 0.7182300686836243, 0.6378936171531677, 0.5585225820541382",0,0,4,1,2,"Forehead, Glasses, Organ, Dress_shirt, Gesture, Collar, Flag, Tie, Flag_of_the_united_states, Blazer, Spokesperson, Suit, Official, Event, Formal_wear, Throat, White-collar_worker, Wrinkle, Flag_Day_(USA), Job, Smile, Government_agency, Electric_blue, Businessperson, Business","0.9846564, 0.9677179, 0.9027256, 0.88199943, 0.85260487, 0.84029317, 0.83670944, 0.8032161, 0.7972192, 0.7824388, 0.76453775, 0.7520181, 0.73753196, 0.7199762, 0.70254594, 0.69874406, 0.6631466, 0.65923595, 0.6436446, 0.6041662, 0.60279894, 0.5558303, 0.5527228, 0.51342833, 0.5058422",8,1,8,4,4
"John_Carter_(Texas_politician)","mc_images/John_Carter_(Texas_politician).jpg","John Carter",77,"Male","white","Representative","Republican","TX","person, senior_citizen, official, elder, businessperson, smile, speaker, speech, spokesperson, suit","0.9331756830215454, 0.9235634803771973, 0.8927281498908997, 0.6797334551811218, 0.6734866499900818, 0.6444363594055176, 0.6218005418777466, 0.5799159407615662, 0.5783344507217407, 0.5227872133255005",1,0,4,2,3,"Smile, Tie, Dress_shirt, Flag_of_the_united_states, Gesture, Collar, Flag, Spokesperson, Blazer, Wrinkle, Official, Suit, Event, Flag_Day_(USA), Sleeve, Military_officer, Happy, Government_agency, Job, Formal_wear, Military_person, Portrait_photography, Military_rank, Businessperson, Microphone","0.9733172, 0.8840677, 0.8720085, 0.8660876, 0.85260487, 0.8381733, 0.80804557, 0.7962736, 0.78258216, 0.75578, 0.73664796, 0.735646, 0.73084927, 0.7207727, 0.68182695, 0.67398876, 0.65795076, 0.6422211, 0.6411293, 0.6237038, 0.5632088, 0.5508421, 0.5102871, 0.50741893, 0.5046581",8,1,8,6,2
"John_Conyers","mc_images/John_Conyers.jpg","John Conyers",89,"Male","white","Representative","Democrat","MI","person, official, elder, businessperson, suit, gentleman, facial_hair","0.9354424476623535, 0.8601505756378174, 0.7250475287437439, 0.710284411907196, 0.5492777824401855, 0.5272731781005859, 0.5101891756057739",1,1,2,1,2,"Forehead, Smile, Coat, Tie, Dress_shirt, Shelf, Suit, Blazer, White-collar_worker, Formal_wear, Event, Collar, Official, Publication, Pleased, Moustache, Bookcase, Wrinkle, Shelving, Happy, Businessperson","0.9846564, 0.9745446, 0.9173973, 0.9096105, 0.8782403, 0.856187, 0.836566, 0.78256315, 0.7337711, 0.72823817, 0.7233515, 0.7016636, 0.6991206, 0.65460086, 0.651889, 0.641416, 0.6301098, 0.59904504, 0.5967993, 0.530827, 0.51738685",8,2,3,5,3
"John_Cornyn","mc_images/John_Cornyn.jpg","John Cornyn",66,"Male","white","Senator","Republican","TX","suit, businessperson, official, business, gentleman, necktie, formal_wear, tuxedo, public_speaking, speaker, senior_citizen, elder, white_collar_worker","0.9158870577812195, 0.8024952411651611, 0.7935577034950256, 0.6905430555343628, 0.6734802722930908, 0.5904466509819031, 0.5778079032897949, 0.5619425773620605, 0.5255489349365234, 0.5238431692123413, 0.5102006196975708, 0.5093405246734619, 0.5068701505661011",4,1,6,0,2,"Smile, Dress_shirt, Sleeve, Gesture, Collar, Tie, Suit, Blazer, White-collar_worker, Formal_wear, Wrinkle, Event, Official, Happy, Button, Elder, Electric_blue, Tuxedo, Management, Pocket, Businessperson, Portrait_photography, Business","0.98251665, 0.89205045, 0.8724392, 0.85260487, 0.8408671, 0.8241616, 0.81499887, 0.78277946, 0.76680964, 0.76252156, 0.76247054, 0.7357754, 0.7337367, 0.7148587, 0.6902824, 0.66750413, 0.65388805, 0.59605014, 0.5842419, 0.5504483, 0.535948, 0.5282925, 0.5202877",11,2,5,3,2
"John_Culberson","mc_images/John_Culberson.jpg","John Culberson",62,"Male","white","Representative","Republican","TX","person, official, chin, businessperson, elder, senior_citizen, spokesperson, speaker, gentleman, necktie","0.9475935101509094, 0.8925918936729431, 0.8016394376754761, 0.7869566082954407, 0.7844919562339783, 0.7290545105934143, 0.6519044041633606, 0.6067733764648438, 0.555582582950592, 0.5027923583984375",1,1,4,1,3,"Forehead, Glasses, Smile, Chin, Vision_care, Dress_shirt, Tie, Gesture, Flag, Collar, Blazer, Suit, Wrinkle, Official, White-collar_worker, Throat, Event, Formal_wear, Comb_over, Eyewear, Flag_of_the_united_states, Pleased, Elder, Businessperson, Happy","0.9846564, 0.9810339, 0.97790956, 0.96597, 0.88359797, 0.87930965, 0.86016977, 0.8525407, 0.84853715, 0.8357626, 0.7820082, 0.78121877, 0.74428594, 0.73597634, 0.7274775, 0.6996714, 0.6986828, 0.6730894, 0.6623078, 0.6518703, 0.64647627, 0.64624155, 0.57337326, 0.5259347, 0.5257103",10,2,3,4,6
"John_Delaney_(Maryland_politician)","mc_images/John_Delaney_(Maryland_politician).jpg","John Delaney",55,"Male","white","Representative","Democrat","MD","person, official, spokesperson, businessperson, forehead, elder, smile, speaker, senior_citizen, speech, suit","0.9403920769691467, 0.8929961323738098, 0.797630250453949, 0.7782487869262695, 0.7701218128204346, 0.7509664297103882, 0.5965002775192261, 0.592308521270752, 0.5831514596939087, 0.5142581462860107, 0.5079143047332764",1,0,4,2,4,"Forehead, Smile, Shirt, Dress_shirt, Gesture, Collar, Tie, Flag_of_the_united_states, Blazer, Flag, Suit, Event, Official, Spokesperson, Formal_wear, Throat, White-collar_worker, Pleased, Wrinkle, Flag_Day_(USA), Happy, Job, Electric_blue, Government_agency, Businessperson","0.9846564, 0.9692326, 0.9428368, 0.8868372, 0.8517292, 0.8403471, 0.8334917, 0.80592793, 0.7821862, 0.77900964, 0.7382285, 0.72288656, 0.71994746, 0.7090535, 0.69833887, 0.689097, 0.68851256, 0.64302796, 0.61722535, 0.58435416, 0.577905, 0.57475543, 0.5747227, 0.5547653, 0.51924664",8,3,6,4,4
"John_Faso","mc_images/John_Faso.jpg","John Faso",66,"Male","white","Representative","Republican","NY","official, spokesperson, speech, businessperson, speaker, public_speaking, suit, necktie","0.8847883343696594, 0.7797264456748962, 0.7460637092590332, 0.7337483763694763, 0.6782420873641968, 0.5638495683670044, 0.5443354845046997, 0.5094966888427734",2,0,5,1,0,"Smile, Tie, Dress_shirt, Gesture, Collar, Flag_of_the_united_states, Suit, Blazer, Flag, Event, Official, Spokesperson, Flag_Day_(USA), White-collar_worker, Formal_wear, Pleased, Electric_blue, Throat, Government_agency, Businessperson, Holiday, Job","0.95833224, 0.87942696, 0.873128, 0.85260487, 0.83931, 0.8281734, 0.7859857, 0.7826898, 0.75774395, 0.73813266, 0.7245111, 0.72195137, 0.674734, 0.6688495, 0.6615531, 0.65282696, 0.5874422, 0.5573551, 0.55346465, 0.51209664, 0.50925726, 0.50529766",6,2,6,5,3
"John_Garamendi","mc_images/John_Garamendi.jpg","John Garamendi",73,"Male","hispanic","Representative","Democrat","CA","face, person, man, chin, forehead, head, cheek, smile, senior_citizen, businessperson, elder, jaw, official, neck, ear","0.9671431183815002, 0.952641487121582, 0.9296455383300781, 0.9211054444313049, 0.8897141814231873, 0.8602434992790222, 0.7841681838035583, 0.7274221181869507, 0.7117902040481567, 0.6904652118682861, 0.676116943359375, 0.6287428736686707, 0.5358690619468689, 0.5293828248977661, 0.5216373205184937",0,0,2,1,12,"Forehead, Cheek, Chin, Eyebrow, Dress_shirt, Sleeve, Gesture, Collar, Wrinkle, Official, Throat, White-collar_worker, Pleased, No_expression, Button, Portrait_photography, Portrait, Happy, Smile, Elder","0.9846564, 0.9788204, 0.96697336, 0.937403, 0.8915773, 0.86134434, 0.8515318, 0.8410602, 0.810757, 0.7147528, 0.6997148, 0.67727804, 0.65246147, 0.65234107, 0.58310544, 0.57979, 0.5485923, 0.5405684, 0.53832346, 0.530116",5,3,2,2,8
"John_Hoeven","mc_images/John_Hoeven.jpg","John Hoeven",61,"Male","white","Senator","Republican","ND","person, official, spokesperson, chin, businessperson, speaker, suit, facial_hair, elder","0.9340501427650452, 0.893441379070282, 0.8180750608444214, 0.7865062952041626, 0.7676544189453125, 0.6264492273330688, 0.616668701171875, 0.575626015663147, 0.5694205164909363",1,0,4,1,3,"Forehead, Smile, Gesture, Tie, Spokesperson, Flag, Collar, Suit, Blazer, Event, Official, Dress_shirt, Formal_wear, White-collar_worker, Pleased, Job, Wrinkle, Government, Employment, Microphone, Businessperson, Speech, Business","0.9846564, 0.89463496, 0.8526048, 0.8511331, 0.8431643, 0.82263833, 0.81866276, 0.803125, 0.7804524, 0.7482287, 0.74813956, 0.73896015, 0.6488786, 0.6432802, 0.6422857, 0.63542414, 0.61789083, 0.5739086, 0.54439557, 0.5404377, 0.5289073, 0.5263605, 0.52387637",7,1,8,4,3
"John_Katko","mc_images/John_Katko.jpg","John Katko",56,"Male","white","Representative","Republican","NY","official, suit, outerwear, spokesperson, businessperson, speech, public_speaking, gentleman, elder, speaker, formal_wear","0.8921651244163513, 0.8423827290534973, 0.783138632774353, 0.7780057787895203, 0.7544353008270264, 0.6815987825393677, 0.6313564777374268, 0.5940341949462891, 0.5316449999809265, 0.5283194780349731, 0.523510754108429",3,1,5,1,1,"Smile, Tie, Dress_shirt, Gesture, Collar, Flag, Spokesperson, Suit, Flag_of_the_united_states, Blazer, Official, Formal_wear, Event, Electric_blue, White-collar_worker, Job, Flag_Day_(USA), Sleeve, Sky, Happy, Business","0.9232952, 0.90190107, 0.88703597, 0.85260487, 0.83738756, 0.82846326, 0.8216287, 0.79651743, 0.78710324, 0.78275675, 0.76246196, 0.73566085, 0.73420024, 0.7037361, 0.6741568, 0.6612667, 0.6182754, 0.6078931, 0.5954689, 0.5945275, 0.52703553",7,2,5,5,2
"John_Lewis_(civil_rights_leader)","mc_images/John_Lewis_(civil_rights_leader).jpg","John Lewis",78,"Male","african_american","Representative","Democrat","GA","person, official, elder, businessperson, forehead, gentleman, suit, senior_citizen","0.9494012594223022, 0.8856313228607178, 0.8126936554908752, 0.770237386226654, 0.7391034364700317, 0.7075063586235046, 0.7020770311355591, 0.523749828338623",1,1,2,1,3,"Forehead, Chin, Eyebrow, Sky, Tie, Coat, Dress_shirt, Suit, Collar, Building, Tree, Blazer, Formal_wear, Official, White-collar_worker, Event, Dome, Wrinkle, Window, Cloud, Dome, Finial, Elder, Businessperson","0.9846564, 0.9666856, 0.938775, 0.9283474, 0.8979731, 0.8783538, 0.87137085, 0.8501079, 0.8111811, 0.7839609, 0.7816273, 0.7807775, 0.72272, 0.7206846, 0.7154994, 0.6890677, 0.6734056, 0.65888137, 0.6498584, 0.620252, 0.6201926, 0.60350394, 0.58715737, 0.5260181",8,0,3,10,3
"John_McCain","mc_images/John_McCain.jpg","John McCain",82,"Male","white","Senator","Republican","AZ","person, official, businessperson, elder, spokesperson, speaker, suit, public_speaking, speech, gentleman, business, senior_citizen","0.9288471341133118, 0.89320307970047, 0.7958211898803711, 0.7402614951133728, 0.7263447046279907, 0.6752460598945618, 0.5877445936203003, 0.5658877491950989, 0.5477446913719177, 0.5330052971839905, 0.5194202065467834, 0.5148366689682007",1,1,6,2,2,"Smile, Tie, Dress_shirt, Gesture, Collar, Flag, Suit, Blazer, Flag_of_the_united_states, Official, Wrinkle, Event, Spokesperson, Throat, White-collar_worker, Pleased, Happy, Formal_wear, Flag_Day_(USA), Job, Portrait_photography, Businessperson, Government_agency","0.97089803, 0.8893178, 0.8745471, 0.85260487, 0.83483106, 0.8082846, 0.79981196, 0.77868176, 0.755737, 0.7508593, 0.7472641, 0.7212869, 0.6922217, 0.68630916, 0.66266173, 0.6386451, 0.619816, 0.6090709, 0.5647376, 0.5479412, 0.519917, 0.5090221, 0.5064443",7,2,6,5,3
"John_Moolenaar","mc_images/John_Moolenaar.jpg","John Moolenaar",57,"Male","white","Representative","Republican","MI","official, businessperson, spokesperson, elder, suit, speaker, public_speaking, speech","0.8920286893844604, 0.7571555376052856, 0.6796877384185791, 0.6699727177619934, 0.6567308306694031, 0.6498419046401978, 0.5804564356803894, 0.5782989859580994",1,0,5,1,1,"Smile, Tie, Flag_of_the_united_states, Gesture, Dress_shirt, Collar, Suit, Flag, Spokesperson, Blazer, Event, Official, Formal_wear, White-collar_worker, Flag_Day_(USA), Speech, Job, Public_speaking, Government_agency, Speaker, Orator, Businessperson, Management, Government","0.9534785, 0.8785776, 0.8688908, 0.85260487, 0.8320853, 0.82594633, 0.81945664, 0.8104563, 0.80577725, 0.78267586, 0.7483116, 0.7291182, 0.7151209, 0.6884785, 0.68271947, 0.67945164, 0.6368683, 0.6135688, 0.58901656, 0.5572333, 0.5501666, 0.52621514, 0.5121882, 0.5042474",6,0,11,5,2
"John_Neely_Kennedy","mc_images/John_Neely_Kennedy.jpg","John Kennedy",67,"Male","white","Senator","Republican","LA","person, official, spokesperson, businessperson, elder, senior_citizen, speaker, gentleman","0.9371691346168518, 0.8882384300231934, 0.7672852277755737, 0.7650572657585144, 0.7255996465682983, 0.6476672291755676, 0.6222080588340759, 0.5578420758247375",0,1,4,1,2,"Forehead, Smile, Dress_shirt, Collar, Tie, Suit, Blazer, Flag, Official, Event, White-collar_worker, Throat, Formal_wear, Pleased, Electric_blue, Wrinkle, Spokesperson, Businessperson","0.9846564, 0.8958587, 0.8910601, 0.84051585, 0.8247851, 0.80172753, 0.782643, 0.731054, 0.7302959, 0.71518505, 0.7026528, 0.6835932, 0.6781447, 0.63614106, 0.6310862, 0.627014, 0.60957325, 0.52437",7,2,4,2,3
"John_Ratcliffe_(American_politician)","mc_images/John_Ratcliffe_(American_politician).jpg","John Ratcliffe",53,"Male","white","Representative","Republican","TX","suit, necktie, official, businessperson, formal_wear, tuxedo, speaker, business, spokesperson","0.9456937313079834, 0.8945555090904236, 0.7835301756858826, 0.78202885389328, 0.7186556458473206, 0.6595251560211182, 0.5386385917663574, 0.5194116234779358, 0.5097756385803223",4,0,5,0,0,"Smile, Vertebrate, Dress_shirt, Tie, Mammal, Collar, Suit, Blazer, Formal_wear, Official, Event, Curtain, White-collar_worker, Throat, Sleeve, Pleased, Electric_blue, Businessperson, Business, Composite_material","0.9446285, 0.92101383, 0.9007496, 0.8658161, 0.8553811, 0.8413188, 0.80149525, 0.78277755, 0.7712564, 0.75268316, 0.7071352, 0.7033715, 0.6945899, 0.69375026, 0.672281, 0.6269962, 0.6153823, 0.5234161, 0.51364934, 0.5077886",7,2,4,3,4
"John_Rutherford_(Florida_politician)","mc_images/John_Rutherford_(Florida_politician).jpg","John Rutherford",66,"Male","white","Representative","Republican","FL","person, official, spokesperson, businessperson, elder, necktie, speaker, suit, public_speaking, business, senior_citizen, speech","0.9231879711151123, 0.8918032646179199, 0.7775635123252869, 0.7758699655532837, 0.7343299984931946, 0.6970106959342957, 0.6929576396942139, 0.638374924659729, 0.5739521384239197, 0.5534628033638, 0.5392681956291199, 0.5243669748306274",2,0,6,2,2,"Glasses, Smile, Dress_shirt, Tie, Gesture, Flag, Collar, Flag_of_the_united_states, Blazer, Suit, Sleeve, Official, Event, Formal_wear, Throat, Flag_Day_(USA), Wrinkle, Pleased, Spokesperson, White-collar_worker, Government_agency, Businessperson, Job","0.97244996, 0.95181257, 0.90131736, 0.8816485, 0.85260445, 0.8472558, 0.8411416, 0.818834, 0.78267896, 0.7751892, 0.766129, 0.737874, 0.73036987, 0.70095295, 0.69366187, 0.66122, 0.6556268, 0.6379614, 0.6355997, 0.6246232, 0.5639102, 0.5110184, 0.5016546",9,1,6,4,3
"John_Sarbanes","mc_images/John_Sarbanes.jpg","John Sarbanes",56,"Male","white","Representative","Democrat","MD","official, suit, necktie, outerwear, flag_of_the_united_states, speech, flag, businessperson, spokesperson, speaker","0.8782529234886169, 0.7571076154708862, 0.7150093913078308, 0.7064414024353027, 0.6696246862411499, 0.5988001227378845, 0.5945271849632263, 0.5784493088722229, 0.542368471622467, 0.5190134644508362",3,0,4,3,0,"Smile, Flag, Gesture, Tie, Flag_of_the_united_states, Spokesperson, Blazer, Official, Event, Military_officer, Military_person, Suit, Formal_wear, Government_agency, Government, Electric_blue, Job, Speech, Flag_Day_(USA), Uniform, Military_rank, Dress_shirt, Caesar_cut, Speaker, Happy","0.9360957, 0.8826472, 0.85260487, 0.8219337, 0.81790745, 0.78679585, 0.781673, 0.7707219, 0.7427021, 0.7095014, 0.6999023, 0.694036, 0.68797, 0.6638048, 0.64934975, 0.6447879, 0.6442224, 0.64085466, 0.596308, 0.58640313, 0.58496463, 0.55920255, 0.5418776, 0.5343894, 0.5132838",6,2,9,5,3
"John_Shimkus","mc_images/John_Shimkus.jpg","John Shimkus",60,"Male","white","Representative","Republican","IL","official, suit, businessperson, spokesperson, speaker, speech, elder, business, public_speaking","0.892645537853241, 0.8064352869987488, 0.7839652299880981, 0.7465652823448181, 0.6478374004364014, 0.6236343383789062, 0.5977820754051208, 0.5195522904396057, 0.5104790329933167",1,0,6,1,1,"Dress_shirt, Tie, Sleeve, Gesture, Collar, Suit, Blazer, Flag_of_the_united_states, Flag, Event, Throat, Official, Formal_wear, Wrinkle, Spokesperson, Pleased, Flag_Day_(USA), Smile, White-collar_worker, Job, Government_agency, Businessperson","0.8980346, 0.87848866, 0.87015814, 0.85260487, 0.8411233, 0.78412443, 0.78270733, 0.76822865, 0.75372946, 0.71651965, 0.6994869, 0.69057983, 0.6695136, 0.6397159, 0.6369144, 0.62854004, 0.56874734, 0.56507176, 0.55659914, 0.5561346, 0.5480808, 0.5156342",8,1,6,4,3
"John_Thune","mc_images/John_Thune.jpg","John Thune",57,"Male","white","Senator","Republican","SD","official, suit, spokesperson, businessperson, public_speaking, speech, necktie, speaker, gentleman, business, formal_wear","0.8886129260063171, 0.8825846314430237, 0.8349989652633667, 0.776580274105072, 0.6837978363037109, 0.6777819991111755, 0.6389051079750061, 0.6024394631385803, 0.564559817314148, 0.5178871750831604, 0.5105152130126953",3,1,6,1,0,"Smile, Tie, Gesture, Collar, Flag, Flag_of_the_united_states, Dress_shirt, Suit, Blazer, Official, Event, Spokesperson, Formal_wear, Flag_Day_(USA), Electric_blue, Pleased, Happy, White-collar_worker, Job, Businessperson, Laugh, Curtain","0.97619176, 0.87238014, 0.85260487, 0.8348268, 0.8217566, 0.8208438, 0.79603314, 0.78483343, 0.78257966, 0.7528785, 0.7385967, 0.73815143, 0.7082191, 0.683907, 0.6695234, 0.65335894, 0.64079976, 0.61628526, 0.52377015, 0.52147895, 0.5095682, 0.50139856",6,3,5,5,3
"John_Yarmuth","mc_images/John_Yarmuth.jpg","John Yarmuth",71,"Male","white","Representative","Democrat","KY","person, official, spokesperson, businessperson, elder, speaker, speech, public_speaking","0.9235832095146179, 0.8889845013618469, 0.7791069149971008, 0.7576622366905212, 0.7037169337272644, 0.6705822348594666, 0.6379917860031128, 0.5180878043174744",0,0,5,2,1,"Smile, Tie, Gesture, Flag_of_the_united_states, Suit, Blazer, Collar, Flag, Happy, Event, Official, Spokesperson, Pleased, Electric_blue, Flag_Day_(USA), Dress_shirt, White-collar_worker, News, Formal_wear, Laugh, Businessperson","0.98316634, 0.8734025, 0.85260487, 0.8108579, 0.79367274, 0.77979016, 0.7678427, 0.74597263, 0.7371522, 0.7326225, 0.7258144, 0.67104244, 0.655911, 0.64419043, 0.6400281, 0.61571574, 0.5932799, 0.58103275, 0.5487719, 0.5154765, 0.5120438",6,3,4,5,3
"Johnny_Isakson","mc_images/Johnny_Isakson.jpg","John Isakson",74,"Male","white","Senator","Republican","GA","official, suit, businessperson, spokesperson, speaker, senior_citizen, speech, necktie","0.8899495005607605, 0.8298760056495667, 0.7822695970535278, 0.758594274520874, 0.68036949634552, 0.6691582202911377, 0.6376656293869019, 0.5961697101593018",2,0,4,1,1,"Glasses, Chin, Smile, Gesture, Flag, Collar, Dress_shirt, Suit, Blazer, Flag_of_the_united_states, Spokesperson, Event, Official, Wrinkle, Sleeve, Tie, Formal_wear, White-collar_worker, Government_agency, Job, Electric_blue, Eyewear, Flag_Day_(USA), Employment, Military_officer","0.9795093, 0.9657623, 0.9610047, 0.85260487, 0.84180504, 0.8355683, 0.8350381, 0.7847667, 0.78267026, 0.7646449, 0.7644958, 0.74839777, 0.74813414, 0.7419847, 0.7400729, 0.71384615, 0.6568029, 0.6292709, 0.6230892, 0.61836666, 0.6056941, 0.6023921, 0.5508778, 0.547645, 0.5311687",10,1,7,4,3
"Jon_Tester","mc_images/Jon_Tester.jpg","Jon Tester",62,"Male","white","Senator","Democrat","MT","suit, official, businessperson, outerwear, necktie, gentleman, white_collar_worker, elder, spokesperson, business","0.9145646095275879, 0.8672351241111755, 0.7955173254013062, 0.7463005185127258, 0.7272891402244568, 0.7018042802810669, 0.6872078776359558, 0.6650655269622803, 0.5900793671607971, 0.5047314763069153",3,1,5,0,1,"Forehead, Hair, Smile, Head, Chin, Property, Sky, Dress_shirt, Gesture, Tie, Collar, Suit, Happy, Blazer, Official, White-collar_worker, Formal_wear, Wrinkle, Event, Electric_blue, Curtain, Finial, Tower, Dome, Dome","0.9846564, 0.98347425, 0.9749428, 0.972764, 0.96622, 0.9424095, 0.89188296, 0.8904711, 0.85260487, 0.83992696, 0.83884823, 0.8121921, 0.7931625, 0.7827421, 0.77218974, 0.7515045, 0.74795854, 0.7129441, 0.709129, 0.6842538, 0.67657655, 0.67156625, 0.61582756, 0.57205474, 0.5548843",7,2,2,8,6
"Joni_Ernst","mc_images/Joni_Ernst.jpg","Joni Ernst",48,"Female","white","Senator","Republican","IA","human_hair_color, hairstyle, official, businessperson, smile, long_hair, white_collar_worker, hair_coloring","0.8949909806251526, 0.7965256571769714, 0.7018418908119202, 0.6990218758583069, 0.6254482269287109, 0.5971906185150146, 0.5940467715263367, 0.5879573225975037",0,0,3,0,5,"Clothing, Smile, Outerwear, Eyebrow, Neck, Sleeve, Makeover, Eyelash, Pantsuit, Blazer, Formal_wear, Jewellery, Electric_blue, Layered_hair, Event, Official, White-collar_worker, Fashion_accessory, Suit, Pleased, Brown_hair, Earrings, Necklace, Wrinkle, Bangs","0.98700523, 0.98284036, 0.95095015, 0.94057703, 0.8733719, 0.87242246, 0.8585291, 0.80306983, 0.79980975, 0.78270566, 0.7535413, 0.7530969, 0.7424203, 0.73438483, 0.7110074, 0.70489824, 0.6814005, 0.6758911, 0.6750619, 0.65523714, 0.65504545, 0.63157505, 0.6266677, 0.619588, 0.61067057",12,2,2,1,8
"José_E._Serrano","mc_images/José_E._Serrano.jpg","José Serrano",75,"Male","hispanic","Representative","Democrat","NY","person, moustache, chin, facial_hair, forehead, hairstyle, businessperson, official, beard, gentleman, smile, elder, white_collar_worker, spokesperson","0.9332689046859741, 0.8910126686096191, 0.889776885509491, 0.874079167842865, 0.8663069605827332, 0.7994633913040161, 0.7722474336624146, 0.7309448719024658, 0.6589055061340332, 0.6518112421035767, 0.5620167255401611, 0.5613029599189758, 0.5487642288208008, 0.5204587578773499",0,1,4,1,8,"Forehead, Nose, Cheek, Chin, Eyebrow, Smile, Dress_shirt, Jaw, Tie, Coat, Gesture, Ear, Suit, Comb_over, Wrinkle, Collar, Blazer, Happy, Spokesperson, Formal_wear, White-collar_worker, Official, Facial_hair, Throat, Moustache","0.9846564, 0.98358303, 0.97869354, 0.9660573, 0.93887997, 0.8847073, 0.88269246, 0.8808946, 0.86523014, 0.8572357, 0.85260487, 0.8310982, 0.82242334, 0.8149097, 0.77821624, 0.7774774, 0.7766982, 0.7679379, 0.7616012, 0.756236, 0.74511784, 0.7401136, 0.699734, 0.69853896, 0.6740782",8,1,3,0,13
"Joseph_Crowley","mc_images/Joseph_Crowley.jpg","Joseph Crowley",56,"Male","white","Representative","Democrat","NY","person, official, businessperson, elder, suit, speaker, senior_citizen, spokesperson, necktie","0.9282320737838745, 0.8904785513877869, 0.775485634803772, 0.7568830251693726, 0.6682324409484863, 0.6339108347892761, 0.5817603468894958, 0.5381836891174316, 0.5233063101768494",2,0,4,1,2,"Glasses, Smile, Tie, Flag, Flag_of_the_united_states, Dress_shirt, Gesture, Collar, Suit, Happy, Blazer, Official, Event, Flag_Day_(USA), Wrinkle, Formal_wear, Eyewear, White-collar_worker, Government_agency, Portrait_photography, Laugh, Businessperson","0.98064315, 0.97256356, 0.89238435, 0.8773576, 0.8677952, 0.85790026, 0.85260487, 0.835096, 0.7987646, 0.791442, 0.7824049, 0.75290424, 0.7371178, 0.71868116, 0.71196145, 0.6820964, 0.66064215, 0.61763763, 0.52165127, 0.518602, 0.5085542, 0.5011478",9,1,4,5,3
"Joseph_P._Kennedy_III","mc_images/Joseph_P._Kennedy_III.jpg","Joseph Kennedy",38,"Male","white","Representative","Democrat","MA","person, official, chin, forehead, businessperson, spokesperson, white_collar_worker, television_presenter, smile, gentleman, suit, public_speaking, newscaster, business, elder","0.9337801933288574, 0.8672521710395813, 0.8209943175315857, 0.8072871565818787, 0.7891936898231506, 0.7887424230575562, 0.7729529738426208, 0.7564411163330078, 0.680342435836792, 0.5969920754432678, 0.5945858359336853, 0.5446184873580933, 0.5142709016799927, 0.5055981874465942, 0.5003200173377991",1,1,8,1,4,"Forehead, Hair, Smile, Eyebrow, Tie, Jaw, Dress_shirt, Gesture, Collar, Suit, Happy, Blazer, Sleeve, Formal_wear, White-collar_worker, Official, Throat, Event, Electric_blue, Pleased, Laugh, Wrinkle, Business, Businessperson","0.9846564, 0.9830793, 0.9818334, 0.94289875, 0.9054901, 0.880243, 0.8737643, 0.85260487, 0.83991486, 0.81249774, 0.80794674, 0.7827249, 0.7783927, 0.7389598, 0.72289133, 0.72015476, 0.6824564, 0.67546755, 0.6719223, 0.65544915, 0.63496315, 0.58808535, 0.5598134, 0.50673425",8,3,4,1,8
"Josh_Gottheimer","mc_images/Josh_Gottheimer.jpg","Josh Gottheimer",43,"Male","white","Representative","Democrat","NJ","official, suit, businessperson, outerwear, spokesperson, speaker, speech, necktie, gentleman, formal_wear, public_speaking","0.8837763071060181, 0.8302889466285706, 0.7628001570701599, 0.7348721623420715, 0.6927434206008911, 0.5952708721160889, 0.5850960612297058, 0.5717492699623108, 0.5509349703788757, 0.5499486923217773, 0.5018036961555481",4,1,5,1,0,"Smile, Dress_shirt, Sleeve, Tie, Gesture, Collar, Flag, Flag_of_the_united_states, Suit, Blazer, Formal_wear, Electric_blue, Happy, Event, Official, Spokesperson, White-collar_worker, Flag_Day_(USA), Job, Pocket, Government_agency, Button, Management, Military_person, Government","0.9801513, 0.8831751, 0.8717194, 0.86746275, 0.85260487, 0.8404129, 0.8300987, 0.8282861, 0.8170035, 0.7827723, 0.7405174, 0.7304613, 0.7298949, 0.72749835, 0.7245633, 0.70886517, 0.6850059, 0.6696391, 0.5783631, 0.57294655, 0.5522572, 0.5341857, 0.5332207, 0.5197855, 0.5142075",9,2,8,4,2
